,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
4490,3834113,14977,POWERGRID,POWER GRID CORP..,0.0,,0.0,0.05,1,EQ,NSE,NSE
4491,4724993,18457,POWERINDIA,HITACHI ENERGY INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4492,2681089,10473,POWERMECH,POWER MECH PROJECTS.,0.0,,0.0,0.05,1,EQ,NSE,NSE
4493,3893505,15209,PPAP,PPAP AUTOMOTIVE,0.0,,0.0,0.05,1,EQ,NSE,NSE
4494,2636033,10297,PPL,PRAKASH PIPES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4495,2962177,11571,PPLPHARMA,PIRAMAL PHARMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4496,3568897,13941,PRAENG,PRAJAY ENG. SYN..,0.0,,0.0,0.05,1,EQ,NSE,NSE
4497,692481,2705,PRAJIND,PRAJ INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4498,693249,2708,PRAKASH,PRAKASH INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4499,5017345,19599,PRAKASHSTL,PRAKASH STEELAGE,0.0,,0.0,0.05,1,EQ,NSE,NSE
4500,308225,1204,PRAXIS,PRAXIS HOME RETAIL,0.0,,0.0,0.05,1,EQ,NSE,NSE
4501,3226369,12603,PRECAM,PRECISION CAMSHAFTS.,0.0,,0.0,0.05,1,EQ,NSE,NSE
4502,2035201,7950,PRECISION-SM,PRECISION METALIKS,0.0,,0.0,0.05,2000,EQ,NSE,NSE
4503,694017,2711,PRECOT,PRECOT,0.0,,0.0,0.05,1,EQ,NSE,NSE
4504,695553,2717,PRECWIRE,PRECISION WIRES INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4505,4453633,17397,PREMEXPLN,PREMIER EXPLOSIVES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4506,1599489,6248,PREMIER-BE,PREMIER,0.0,,0.0,0.05,1,EQ,NSE,NSE
4507,1000449,3908,PREMIERPOL,PREMIER POLYFILM,0.0,,0.0,0.05,1,EQ,NSE,NSE
4508,2987777,11671,PRESSMN,PRESSMAN ADVERTISING,0.0,,0.0,0.05,1,EQ,NSE,NSE
4509,5197313,20302,PRESTIGE,PRESTIGE ESTATE,0.0,,0.0,0.05,1,EQ,NSE,NSE
4510,5025537,19631,PRICOLLTD,PRICOL,0.0,,0.0,0.05,1,EQ,NSE,NSE
4511,3037185,11864,PRIMESECU,PRIME SECURITIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4512,4107521,16045,PRINCEPIPE,PRINCE PIPES FITTINGS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4513,2125825,8304,PRITI,PRITI INTERNATIONAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
4514,3320577,12971,PRITIKA-SM,PRITIKA ENG COMPO,0.0,,0.0,0.05,4000,EQ,NSE,NSE
4515,1354753,5292,PRITIKAUTO,PRITIKA AUTO INDUS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4516,2259201,8825,PRIVISCL,PRIVI SPECIALITY CHE,0.0,,0.0,0.05,1,EQ,NSE,NSE
4517,4954113,19352,PROLIFE-SM,PROLIFE INDUSTRIES,0.0,,0.0,0.05,3000,EQ,NSE,NSE
4518,2236161,8735,PROPEQUITY-SM,P. E. ANALYTICS,0.0,,0.0,0.05,1200,EQ,NSE,NSE
4519,7387905,28859,PROZONINTU,PROZONE INTU PROPRTIS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4520,701185,2739,PRSMJOHNSN,PRISM JOHNSON,0.0,,0.0,0.05,1,EQ,NSE,NSE
4521,2445569,9553,PRUDENT,PRUDENT CORP ADV SER,0.0,,0.0,0.05,1,EQ,NSE,NSE
4522,5376257,21001,PSB,PUNJAB & SIND BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
4523,3734785,14589,PSBKICINAV,ICICIPRAMC - PSBKICINAV,0.0,,0.0,0.01,1,EQ,NSE,NSE
4524,5344513,20877,PSPPROJECT,PSP PROJECTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4525,3733505,14584,PSUBANKICI,ICICIPRAMC - PSUBANKICI,0.0,,0.0,0.01,1,EQ,NSE,NSE
4526,3848193,15032,PSUBNKBEES,NIP IND ETF PSU BANK BEES,0.0,,0.0,0.01,1,EQ,NSE,NSE
4527,2906881,11355,PTC,PTC INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4528,3609857,14101,PTL,PTL ENTERPRISES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4529,129793,507,PULZ-SM,PULZ ELECTRONICS,0.0,,0.0,0.05,8000,EQ,NSE,NSE
4530,1112065,4344,PUNJABCHEM,PUNJAB CHEM & CROP PROT L,0.0,,0.0,0.05,1,EQ,NSE,NSE
4531,3820033,14922,PURVA,PURAVANKARA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4532,1026561,4010,PVP,PVP VENTURES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4533,3365633,13147,PVR,PVR,0.0,,0.0,0.05,1,EQ,NSE,NSE
4534,3743745,14624,QFIL-ST,QUALITY FOILS (INDIA),0.0,,0.0,0.05,2000,EQ,NSE,NSE
4535,3924481,15330,QGOLDHALF,QUANTUM GOLD FUND,0.0,,0.0,0.01,1,EQ,NSE,NSE
4536,2113793,8257,QGOLDHINAV,QGOLDHALF NAV,0.0,,0.0,0.01,1,EQ,NSE,NSE
4537,2935553,11467,QMSMEDI-SM,QMS MEDICAL ALLIED S,0.0,,0.0,0.05,1000,EQ,NSE,NSE
4538,4305665,16819,QNIFTY,QUANTUM NIFTY 50 ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
4539,2598657,10151,QNIFTYINAV,QNIFTY INAV,0.0,,0.0,0.01,1,EQ,NSE,NSE
4540,1502721,5870,QUADPRO-SM,QUADPRO ITES,0.0,,0.0,0.05,12000,EQ,NSE,NSE
4541,4532225,17704,QUESS,QUESS CORP,0.0,,0.0,0.05,1,EQ,NSE,NSE
4542,3357697,13116,QUICKHEAL,QUICK HEAL TECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
4543,2400257,9376,QUINTEGRA-BE,QUINTEGRA SOLUTIONS.,0.0,,0.0,0.05,1,EQ,NSE,NSE
4544,2884609,11268,RADAAN-BE,RADAAN MEDIAWORKS (I),0.0,,0.0,0.05,1,EQ,NSE,NSE
4545,2647809,10343,RADHIKAJWE,RADHIKA JEWELTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
4546,3476481,13580,RADIANTCMS,RADIANT CASH MGMT SER,0.0,,0.0,0.05,1,EQ,NSE,NSE
4547,2813441,10990,RADICO,RADICO KHAITAN,0.0,,0.0,0.05,1,EQ,NSE,NSE
4548,5088513,19877,RADIOCITY,MUSIC BROADCAST,0.0,,0.0,0.05,1,EQ,NSE,NSE
4549,622337,2431,RAILTEL,RAILTEL CORP OF IND,0.0,,0.0,0.05,1,EQ,NSE,NSE
4550,3926273,15337,RAIN,RAIN INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4551,2408449,9408,RAINBOW,RAINBOW CHILDRENS MED,0.0,,0.0,0.05,1,EQ,NSE,NSE
4552,1894657,7401,RAJESHEXPO,RAJESH EXPORTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4553,555009,2168,RAJMET,RAJNANDINI METAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
4554,4854273,18962,RAJRATAN,RAJRATAN GLOBAL WIRE,0.0,,0.0,0.05,1,EQ,NSE,NSE
4555,2157569,8428,RAJRILTD-BE,RAJ RAYON INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4556,719105,2809,RAJSREESUG,RAJSHREE SUGAR & CHEMICAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
4557,3687169,14403,RAJTV,RAJ TV NETWORK,0.0,,0.0,0.05,1,EQ,NSE,NSE
4558,1602305,6259,RAJVIR-BZ,,0.0,,0.0,0.05,1,EQ,NSE,NSE
4559,720897,2816,RALLIS,RALLIS INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4560,3472641,13565,RAMANEWS,SHREE RAMA NEWSPRINT,0.0,,0.0,0.05,1,EQ,NSE,NSE
4561,2705409,10568,RAMAPHO,RAMA PHOSPHATES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4562,2636801,10300,RAMASTEEL,RAMA STEEL TUBES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4563,523009,2043,RAMCOCEM,THE RAMCO CEMENTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4564,1174273,4587,RAMCOIND,RAMCO INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4565,2009857,7851,RAMCOSYS,RAMCO SYSTEMS.,0.0,,0.0,0.05,1,EQ,NSE,NSE
4566,5154305,20134,RAMKY,RAMKY INFRA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4567,2684161,10485,RAMRAT,RAM RATNA WIRES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4568,726273,2837,RANASUG,RANA SUGARS.,0.0,,0.0,0.05,1,EQ,NSE,NSE
4569,4288257,16751,RANEENGINE,RANE ENG VALVE,0.0,,0.0,0.05,1,EQ,NSE,NSE
4570,728065,2844,RANEHOLDIN,RANE HOLDINGS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4571,1837313,7177,RATEGAIN,RATEGAIN TRAVEL TECHN,0.0,,0.0,0.05,1,EQ,NSE,NSE
4572,3443457,13451,RATNAMANI,RATNAMANI MET & TUB.,0.0,,0.0,0.05,1,EQ,NSE,NSE
4573,731905,2859,RAYMOND,RAYMOND,0.0,,0.0,0.05,1,EQ,NSE,NSE
4574,382465,1494,RBA,RESTAURANT BRAND ASIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4575,4286721,16745,RBL,RANE BRAKE LINING,0.0,,0.0,0.05,1,EQ,NSE,NSE
4576,4708097,18391,RBLBANK,RBL BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
4577,3473921,13570,RBMINFRA-SM,RBM INFRACON,0.0,,0.0,0.05,3000,EQ,NSE,NSE
4578,733697,2866,RCF,RASHTRIYA CHEMICALS & FER,0.0,,0.0,0.05,1,EQ,NSE,NSE
4579,3376129,13188,RCOM-BE,RELIANCE COMMUNICATIONS L,0.0,,0.0,0.05,1,EQ,NSE,NSE
4580,3930881,15355,RECLTD,REC,0.0,,0.0,0.05,1,EQ,NSE,NSE
4581,7452417,29111,RECLTD-N2,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4582,7581185,29614,RECLTD-N4,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4583,7931393,30982,RECLTD-N5,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4584,7931905,30984,RECLTD-N6,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4585,7932417,30986,RECLTD-N7,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4586,7932929,30988,RECLTD-N8,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4587,7933441,30990,RECLTD-N9,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4588,7933953,30992,RECLTD-NA,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4589,750337,2931,RECLTD-NB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4590,750849,2933,RECLTD-NC,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4591,751361,2935,RECLTD-ND,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4592,752897,2941,RECLTD-NE,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4593,754433,2947,RECLTD-NF,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4594,755969,2953,RECLTD-NG,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4595,5101057,19926,RECLTD-NH,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4596,5100545,19924,RECLTD-NI,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4597,3649281,14255,REDINGTON,REDINGTON,0.0,,0.0,0.05,1,EQ,NSE,NSE
4598,4547585,17764,REFEX,REFEX INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4599,2317057,9051,REGENCERAM-BE,REGENCYCERAMICS-LTD,0.0,,0.0,0.05,1,EQ,NSE,NSE
4600,6201601,24225,RELAXO,RELAXO FOOT.,0.0,,0.0,0.05,1,EQ,NSE,NSE
4601,1201153,4692,RELCAPITAL-BE,REL CAPITAL - DEPO. SETT.,0.0,,0.0,0.05,1,EQ,NSE,NSE
4602,2470913,9652,RELCHEMQ,RELIANCE CHEMOTEX IND,0.0,,0.0,0.05,1,EQ,NSE,NSE
4603,13057,51,RELIABLE-SM,RELIABLE DATA SERVICE,0.0,,0.0,0.05,2400,EQ,NSE,NSE
4604,738561,2885,RELIANCE,RELIANCE INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4605,3857409,15068,RELIGARE,RELIGARE ENTER..,0.0,,0.0,0.05,1,EQ,NSE,NSE
4606,141569,553,RELINFRA,RELIANCE INFRASTRUCTU,0.0,,0.0,0.05,1,EQ,NSE,NSE
4607,1015041,3965,REMSONSIND,REMSONS INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4608,3078657,12026,RENUKA,SHREE RENUKA SUGARS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4609,7577089,29598,REPCOHOME,REPCO HOME FINANCE,0.0,,0.0,0.05,1,EQ,NSE,NSE
4610,378881,1480,REPL,RUDRABHISHEK ENTERP,0.0,,0.0,0.05,1,EQ,NSE,NSE
4611,3360257,13126,REPRO,REPRO INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4612,5202689,20323,RESPONIND,RESPONSIVE INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4613,3062017,11961,REVATHI,REVATHI EQUIPMENT,0.0,,0.0,0.05,1,EQ,NSE,NSE
4614,1359105,5309,REXPIPES-SM,REX PIPES AND CABLES,0.0,,0.0,0.05,4000,EQ,NSE,NSE
4615,3873025,15129,RGL,RENAISSANCE GLOBAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
4616,5563649,21733,RHFL,RELIANCE HOME FINANCE,0.0,,0.0,0.05,1,EQ,NSE,NSE
4617,7977729,31163,RHIM,RHI MAGNESITA INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4618,2101249,8208,RICHA-SM,RICHA INFO SYSTEMS,0.0,,0.0,0.05,1000,EQ,NSE,NSE
4619,744705,2909,RICOAUTO,RICO AUTO INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4620,745473,2912,RIIL,RELIANCE INDUSTRIAL INFRA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4621,2522625,9854,RILINFRA-SM,RACHANA INFRA,0.0,,0.0,0.05,100,EQ,NSE,NSE
4622,2289665,8944,RITCO,RITCO LOGISTICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4623,962817,3761,RITES,RITES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4624,3048961,11910,RITEZONE-SM,RITE ZONE CHEMCON IND,0.0,,0.0,0.05,1600,EQ,NSE,NSE
4625,5363201,20950,RKDL,RAVI KUMAR DIST..,0.0,,0.0,0.05,1,EQ,NSE,NSE
4626,396033,1547,RKEC,RKEC PROJECTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4627,2921217,11411,RKFORGE,RAMKRISHNA FORGINGS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4628,1233921,4820,RMCL-BZ,,0.0,,0.0,0.05,1,EQ,NSE,NSE
4629,5584897,21816,RMDRIP-SM,R M DRIP & SPRINK SYS,0.0,,0.0,0.05,2000,EQ,NSE,NSE
4630,3065601,11975,RML,RANE (MADRAS),0.0,,0.0,0.05,1,EQ,NSE,NSE
4631,508417,1986,RNAVAL-BZ,,0.0,,0.0,0.05,1,EQ,NSE,NSE
4632,3374593,13182,ROHLTD,ROYAL ORCHID HOTELS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4633,1351425,5279,ROLEXRINGS,ROLEX RINGS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4634,4890625,19104,ROLLT,ROLLATAINERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4635,1602049,6258,ROLTA-BZ,,0.0,,0.0,0.05,1,EQ,NSE,NSE
4636,91905,359,ROML,RAJ OIL MILLS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4637,4968961,19410,ROSSARI,ROSSARI BIOTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
4638,7401729,28913,ROSSELLIND,ROSSELL INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4639,2316545,9049,ROTO,ROTO PUMPS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4640,32769,128,ROUTE,ROUTE MOBILE,0.0,,0.0,0.05,1,EQ,NSE,NSE
4641,4281601,16725,RPGLIFE,RPG LIFE SCIENCES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4642,3906305,15259,RPOWER,RELIANCE POWER.,0.0,,0.0,0.05,1,EQ,NSE,NSE
4643,5314561,20760,RPPINFRA,R.P.P INFRA PROJECTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4644,1769729,6913,RPPL,RAJSHREE POLYPACK,0.0,,0.0,0.05,1,EQ,NSE,NSE
4645,2078465,8119,RPSGVENT,RPSG VENTURES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4646,1645825,6429,RSSOFTWARE,R. S. SOFTWARE (INDIA) LI,0.0,,0.0,0.05,1,EQ,NSE,NSE
4647,715265,2794,RSWM,RSWM,0.0,,0.0,0.05,1,EQ,NSE,NSE
4648,3433985,13414,RSYSTEMS,R SYS INTERNATIONAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
4649,6988033,27297,RTNINDIA,RATTANINDIA ENT,0.0,,0.0,0.05,1,EQ,NSE,NSE
4650,4485121,17520,RTNPOWER,RATTANINDIA POWER,0.0,,0.0,0.05,1,EQ,NSE,NSE
4651,752385,2939,RUBYMILLS,THE RUBY MILLS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4652,2156289,8423,RUCHINFRA-BE,RUCHI INFRASTRUCTURE,0.0,,0.0,0.05,1,EQ,NSE,NSE
4653,3538177,13821,RUCHIRA,RUCHIRA PAPERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4654,6585345,25724,RUPA,RUPA & COMPANY,0.0,,0.0,0.05,1,EQ,NSE,NSE
4655,6296321,24595,RUSHIL,RUSHIL DECOR,0.0,,0.0,0.05,1,EQ,NSE,NSE
4656,3128065,12219,RUSTOMJEE,KEYSTONE REALTORS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4657,400641,1565,RVHL,RAVINDER HEIGHTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4658,2445313,9552,RVNL,RAIL VIKAS NIGAM,0.0,,0.0,0.05,1,EQ,NSE,NSE
4659,2235649,8733,S&SPOWER-BE,S&S POWER SWITCHGEARS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4660,2811393,10982,SABAR-SM,SABAR FLEX INDIA,0.0,,0.0,0.05,10000,EQ,NSE,NSE
4661,4735233,18497,SABEVENTS,SAB EVENTS & GOVERNANCE,0.0,,0.0,0.05,1,EQ,NSE,NSE
4662,3855361,15060,SABTN-BE,SRI ADHIKARI BROS.,0.0,,0.0,0.05,1,EQ,NSE,NSE
4663,3388417,13236,SADBHAV,SADBHAV ENGINEERING,0.0,,0.0,0.05,1,EQ,NSE,NSE
4664,2718209,10618,SADBHIN,SADBHAV INFRA PROJ.,0.0,,0.0,0.05,1,EQ,NSE,NSE
4665,3336961,13035,SAFARI,SAFARI IND (INDIA),0.0,,0.0,0.05,1,EQ,NSE,NSE
4666,2092801,8175,SAGARDEEP,SAGARDEEP ALLOYS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4667,3601409,14068,SAGCEM,SAGAR CEMENTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4668,3504385,13689,SAH,SAH POLYMERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4669,758529,2963,SAIL,STEEL AUTHORITY OF INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4670,2441985,9539,SAKAR,SAKAR HEALTHCARE,0.0,,0.0,0.05,1,EQ,NSE,NSE
4671,760065,2969,SAKHTISUG,SAKTHI SUGARS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4672,3019265,11794,SAKSOFT,SAKSOFT,0.0,,0.0,0.05,1,EQ,NSE,NSE
4673,3392257,13251,SAKUMA,SAKUMA EXPORTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4674,5468673,21362,SALASAR,SALASAR TECHNO ENGG..,0.0,,0.0,0.05,1,EQ,NSE,NSE
4675,4441857,17351,SALONA,SALONA COTSPIN.,0.0,,0.0,0.05,1,EQ,NSE,NSE
4676,2978305,11634,SALSTEEL,S.A.L. STEEL.,0.0,,0.0,0.05,1,EQ,NSE,NSE
4677,2918145,11399,SALZERELEC,SALZER ELECTRONICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4678,1056513,4127,SAMBHAAV,SAMBHAAV MEDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4679,3745281,14630,SANCO-BZ,,0.0,,0.0,0.05,1,EQ,NSE,NSE
4680,764929,2988,SANDESH,SANDESH,0.0,,0.0,0.05,1,EQ,NSE,NSE
4681,613633,2397,SANDHAR,SANDHAR TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4682,1071105,4184,SANGAMIND,SANGAM (INDIA),0.0,,0.0,0.05,1,EQ,NSE,NSE
4683,767233,2997,SANGHIIND,SANGHI INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4684,3598849,14058,SANGHVIMOV,SANGHVI MOVERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4685,2824193,11032,SANGINITA,SANGINITA CHEMICALS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4686,369153,1442,SANOFI,SANOFI INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4687,1472257,5751,SANSERA,SANSERA ENGINEERING,0.0,,0.0,0.05,1,EQ,NSE,NSE
4688,11777,46,SANWARIA-BZ,,0.0,,0.0,0.05,1,EQ,NSE,NSE
4689,1719809,6718,SAPPHIRE,SAPPHIRE FOODS INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4690,4546049,17758,SARDAEN,SARDA ENERGY & MIN,0.0,,0.0,0.05,1,EQ,NSE,NSE
4691,1252353,4892,SAREGAMA,SAREGAMA INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4692,3595009,14043,SARLAPOLY,SARLA PERF. FIBERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4693,3305729,12913,SARVESHWAR,SARVESHWAR FOODS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4694,3067649,11983,SASKEN,SASKEN TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4695,5136129,20063,SASTASUNDR,SASTASUNDAR VENTURES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4696,3558145,13899,SATHAISPAT-BE,SATHAVAHANA ISPAT,0.0,,0.0,0.05,1,EQ,NSE,NSE
4697,2827521,11045,SATIA,SATIA INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4698,2675969,10453,SATIN,SATIN CREDIT NET,0.0,,0.0,0.05,1,EQ,NSE,NSE
4699,3075841,12015,SATINDLTD,SAT INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4700,1738753,6792,SBC,SBC EXPORTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4701,1191937,4656,SBCL,SHIVALIK BIMETAL CON.,0.0,,0.0,0.05,1,EQ,NSE,NSE
4702,3619585,14139,SBGLP,SURATWWALA BUS GROUP,0.0,,0.0,0.05,1,EQ,NSE,NSE
4703,4600577,17971,SBICARD,SBI CARDS & PAY SER,0.0,,0.0,0.05,1,EQ,NSE,NSE
4704,2599169,10153,SBICONINAV,SBIETFCON INAV,0.0,,0.0,0.01,1,EQ,NSE,NSE
4705,1323009,5168,SBIETFCON,SBIAMC - SBIETFCON,0.0,,0.0,0.01,1,EQ,NSE,NSE
4706,2600961,10160,SBIETFINAV,SBIETFIT INAV,0.0,,0.0,0.01,1,EQ,NSE,NSE
4707,189441,740,SBIETFIT,SBIAMC - SBIETFIT,0.0,,0.0,0.01,1,EQ,NSE,NSE
4708,184833,722,SBIETFPB,SBIAMC - SBIETFPB,0.0,,0.0,0.01,1,EQ,NSE,NSE
4709,1847809,7218,SBIETFQLTY,SBIAMC - SBIETFQLTY,0.0,,0.0,0.01,1,EQ,NSE,NSE
4710,2599425,10154,SBIFPBINAV,SBIETFPB INAV,0.0,,0.0,0.01,1,EQ,NSE,NSE
4711,5582849,21808,SBILIFE,SBI LIFE INSURANCE CO,0.0,,0.0,0.05,1,EQ,NSE,NSE
4712,2598913,10152,SBILTYINAV,SBIETFQLTY INAV,0.0,,0.0,0.01,1,EQ,NSE,NSE
4713,779521,3045,SBIN,STATE BANK OF INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4714,4353,17,SCAPDVR,STAMPEDE CAPITAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
4715,258817,1011,SCHAEFFLER,SCHAEFFLER INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4716,5298689,20698,SCHAND,S CHAND AND COMPANY,0.0,,0.0,0.05,1,EQ,NSE,NSE
4717,7995905,31234,SCHNEIDER,SCHNEIDER ELECTRIC INFRA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4718,1317633,5147,SCI-BE,SHIPPING CORP OF INDIA LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
4719,3090433,12072,SCPL,SHEETAL COOL PRODUCTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4720,342529,1338,SDBL,SOM DIST & BREW,0.0,,0.0,0.05,1,EQ,NSE,NSE
4721,292609,1143,SDL24BEES,NIPPON INDIA- NIMFXX,0.0,,0.0,0.01,1,EQ,NSE,NSE
4722,2596353,10142,SDL24BINAV,SDL24BEES INAV,0.0,,0.0,0.01,1,EQ,NSE,NSE
4723,773633,3022,SDL26BEES,RELCAPAMC-NETFSDL26,0.0,,0.0,0.01,1,EQ,NSE,NSE
4724,2597633,10147,SDL26BINAV,SDL26BEES INAV,0.0,,0.0,0.01,1,EQ,NSE,NSE
4725,669697,2616,SEAMECLTD,SEAMEC,0.0,,0.0,0.05,1,EQ,NSE,NSE
4726,3334401,13025,SECL-SM,SALASAR EXTERIOR CONT,0.0,,0.0,0.05,1250,EQ,NSE,NSE
4727,2949121,11520,SECURCRED,SECUR CREDENTIALS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4728,2830849,11058,SECURKLOUD,SECUREKLOUD TECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
4729,1816065,7094,SEJALLTD-BE,SEJAL GLASS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4730,3481089,13598,SELAN,SELAN EXPLO. TECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
4731,1606145,6274,SELMC-BE,SEL MANUFACTURING CO,0.0,,0.0,0.05,1,EQ,NSE,NSE
4732,3918849,15308,SEPC,SEPC,0.0,,0.0,0.05,1,EQ,NSE,NSE
4733,6989569,27303,SEPOWER,S.E. POWER,0.0,,0.0,0.05,1,EQ,NSE,NSE
4734,3659777,14296,SEQUENT,SEQUENT SCIENTIFIC.,0.0,,0.0,0.05,1,EQ,NSE,NSE
